1,comeremos a las
1,pero vente antes
1,si quieres traerte a alguien
1,venga perfe
1,venga perfecto
1,pasalo bien
1,estoy llegando
1,me cambio y voy 
1,acabo de salir del curro
1,a que hora sales hoy
1,pues nada
1,echamos un rato
1,subo mañana
1,claro
1,nací en
1,naci en
1,en que trabajas
1,trabajo en
1,mi color fvorito es
1,por favor
1,yo soy de
1,me gusta el
1,me gusta la
1,voy a
1,buenos dias
1,buenas tardes
1,buenas noches
1,buen finde
1,buen fin de semana
1,si claro
1,como estás
1,como está
1,como estas
1,como esta
1,donde vives
1,entiendo
1,como te llamas
1,estoy casado
1,estoy casada
1,soy soltero
1,soy soltera
1,vivo en
1,cojo el metro
1,cojo el autobus
1,cogí el 
1,cogi el
1,partido de futbol
1,partido de
1,celebrar
1,cumpleaños
1,quien es
1,que es
1,donde es
1,cuanto es
1,cuanto cuesta
1,cuanto debo
1,cuánto es
1,dónde es
1,quién es
1,qué es
1,dónde es
1,de dónde eres
1,de donde eres 
1,a dónde vas
1,a donde vas
1,donde vas
1,qué hora es
1,que hora es
1,estudio
1,trabajo
1,juego
1,dar un paseo
1,paseo
1,museo
1,cafe
1,leche
1,tostada
1,comemos
1,mesa 
1,cual es tu telefono
1,quiero ir a la plata
1,quiero ir al mar
1,quiero ver el mar
1,quiero vacaciones
1,quiero ir de viaje
1,quieres algo
1,me han invitado
1,cual es la noticia
1,dime algo
1,muchas gracias
1,gracias por todo
1,que bien
1,bien 
1,me siento bien
1,estas bien
1,se te ve bien
1,tiene buena pinta 
1,que bien
1,genial
1,estas genial
1,el otro dia
1,te vi
1,le vi bien
1,la vi bien
1,te vi bien
1,eres un trozo de pan
1,eres bueno
1,eres muy bueno
1,que bonito
1,bonito
1,me gusto
1,me gusta
1,me gustó
1,me gustó mucho 
1,está buenisimo
1,buenisimo
1,que guay
1,guay 
1,muy guay
1,gobierno
1,pais
1,mascarilla
1,besos
1,sigue todo recto
1,cruza la calle
1,esta justo ahi
1,esperame
1,espérame
1,vete con ella
1,vece con el
1,hablame
1,hablalo
1,ojala
1,ojalá
1,me encanta
1,me encantó encantado
1,buenisimo
1,buenísima
1,buenísimos
1,buenísimas 
1,de sabado a domingo
1,de lunes a viernes
1,ya lo tengo
1,o asi
1,yo te lo acabo de hacer ahora
1,yo te lo acabo de hacer 
1,por avisar
1,no te olvides
1,mil gracias
1,yes
1,listo
1,ya lo vemos
1,a ver si os sale
1,dame un minuto
1,dadme un minuto
1,ahora voy
1,que rica
1,que rico
1,que buena pinta 
1,guapa
1,guapo 
1,guapas 
1,guapos
1,iremos a 
1,en breve
1,asi que tiene pinta
1,no habia nadie corriendo
1,estaban a punto de hacer
1,eso es cierto
1,solo imaginarmelo
1,lego te digo
1,que profesional
1,yo todavia no se
1,"no, estoy con"
1,no me hace falta 
1,he comprado unos
1,he comprado unas
1,que ganas de veros
1,que ganas de verte
1,ganas de veros
1,ganas de verte
1,ok
1,Ok
1,okay
1,sigo estudiando
1,sigo currando
1,sigo trabajando
1,sigo en la oficina
1,sigo en la ofi
1,sigo en casa
1,sigo en el despacho
1,sigo en la consulta
1,sigo en la clinica 
1,a ver si
1,os mola
1,te mola
1,me mola
1,ya he escuchado
1,ya he leido
1,lo he leido
1,esta es mi
1,que maravilla
1,vi la publicacion
1,que agusto
1,me hacia falta
1,he bajado a por
1,vienes 
1,cariño
1,buen rato
1,tiene alguna
1,tiene algo
1,estoy en casa ya
1,estamos en casa ya
1,donde estais
1,donde estas
1,alguien 
1,resuelto
1,el movil
1,estamos en camino
1,contentos
1,contento
1,contentas
1,contenta
1,pasate
1,pasaté 
1,creo que
1,ya tengo
1,que tal
1,que tal esta
1,que tal fue
1,me tienes que contar
1,cuentame 
1,cuéntame 
1,ya me contaras
1,me tienes que contar
1,y me cuentas
1,1632902531606
1,👤Tienes una sugerencia de amistad nueva: Mercedes Perrotta.
1,Tienes una sugerencia de amistad nueva
1,Soleado
1,16° en Las Rozas de Madrid
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632924149396.png
1,Previsión para hoy · Las Rozas de Madrid
1,23° en Las Rozas de Madrid
1,1632924149335
1,Despejado
1,Facebook
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632867363117.png
1,"Has usado 2,63 GB de datos."
1,1632867363117
1,1632924149396
1,25°/13° · Mayormente soleado · Consulta toda la previsión
1,18° en Las Rozas de Madrid
1,"Has usado 2,62 GB de datos."
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632924149335.png
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632880961746.png
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632902531606.png
1,Aviso de datos
1,1632880961746
1,cuando
1,Echa un vistazo a las fotos de hoy de la cuenta oficial
1,Echa un vistazo a las fotos
1,bueno
1,casi
1,cerca
1,delante
1,durante
1,enfrente
1,gracias
1,hace
1,lejos
1,luego
1,mejor
1,festival
1,nosotros
1,nosotras
1,genial
1,felicitar
1,felicité
1,felicitación
1,desayuno
1,desayunar
1,dia
1,semana
1,mes
1,año
1,amanecer
1,atardecer
1,aprender
1,bailar
1,bailo
1,anochecer
1,seguro
1,banco
1,parque
1,bar
1,amigos
1,quedar
1,quedado
1,bajo
1,bajar
1,buscar
1,busco
1,calma
1,dar
1,di
1,dia
1,correr
1,empezar
1,empiezo
1,entender
1,entiendo
1,gusta
1,gusto
1,gustar
1,formar
1,funciona
1,jugar
1,juego
1,juntar
1,juntos
1,llamo
1,llamar
1,llamé
1,llame
1,madurar
1,maduro
1,mantequilla
1,maquillar
1,maquillarse
1,muevo
1,mover
1,oí
1,oi
1,reaccioné
1,reacionar
1,reacione
1,salvar
1,salva
1,salvó
1,salvo
1,trae
1,traer
1,poquito
1,saber
1,se
1,sobrevivir
1,sobrevivo
1,tratar
1,trato
1,unir
1,uno
1,valor
1,volar
1,volver
1,hola
1,que tal
1,bien
1,a que hora
1,todo bien
1,genial 
1,nos vemos a las
1,quedamos alli
1,te espero
1,tengo que ir a
1,tengo que recoger
1,hay plan
1,igual piso
1,este finde aún no se
1,perfecto
1,por el centro
1,ya estamos en camino
1,lo miramos a ver
1,pues igual si
1,estás a tiempo de echar tu guitarra
1,eso con unos hielos
1,no se todavia
1,si
1,creo
1,yo te hablo al salir
1,si haceis algo me dices
1,vale
1,estareis por
1,al salir nos dijo 
1,vamos a ir ahora en un rato
1,no me levanté
1,ya vamos
1,salimos 
1,estoy en casa
1,avisame
1,es posible
1,te meto
1,vaaale
1,vale
1,te vienes de acampada
1,"si, llegan el viernes por la noche"
1,voy seguro
1,estoy de camino a casa
1,tendria que ir por casa
1,lo del saco
1,preguntale
1,me dejas el tuyo
1,pero que coche
1,vale espera
1,habia quedado con
1,quienes
1,si te apetece
1,podemos ir a algun sitio
1,tambien voy hasta tu casa
1,si te quieres venir
1,bienvenida
1,que haces hoy
1,luego nos vemos
1,me dijo ayer
1,te apetece ahora
1,como
1,si
1,nada
1,bueno
1,me alegro
1,igualmente
1,pues nos vamos diciendo
1,por mi genial
1,hoy no tengo plan
1,estaré haciendo la maleta
1,jajaja
1,jaja
1,jijiji
1,jiji
1,jejeje
1,jeje
1,ando por aqui
1,me vas diciendo 
1,te pasas al final
1,me bajo a comer
1,venga de lujo
1,tu que
1,comeremos a las
1,pero vente antes
1,si quieres traerte a alguien
1,venga perfe
1,venga perfecto
1,pasalo bien
1,estoy llegando
1,me cambio y voy 
1,acabo de salir del curro
1,a que hora sales hoy
1,pues nada
1,echamos un rato
1,subo mañana
1,claro
1,nací en
1,naci en
1,en que trabajas
1,trabajo en
1,mi color fvorito es
1,por favor
1,yo soy de
1,me gusta el
1,me gusta la
1,voy a
1,buenos dias
1,buenas tardes
1,buenas noches
1,buen finde
1,buen fin de semana
1,si claro
1,como estás
1,como está
1,como estas
1,como esta
1,donde vives
1,entiendo
1,como te llamas
1,estoy casado
1,estoy casada
1,soy soltero
1,soy soltera
1,vivo en
1,cojo el metro
1,cojo el autobus
1,cogí el 
1,cogi el
1,partido de futbol
1,partido de
1,celebrar
1,cumpleaños
1,quien es
1,que es
1,donde es
1,cuanto es
1,cuanto cuesta
1,cuanto debo
1,cuánto es
1,dónde es
1,quién es
1,qué es
1,dónde es
1,de dónde eres
1,de donde eres 
1,a dónde vas
1,a donde vas
1,donde vas
1,qué hora es
1,que hora es
1,estudio
1,trabajo
1,juego
1,dar un paseo
1,paseo
1,museo
1,cafe
1,leche
1,tostada
1,comemos
1,mesa 
1,cual es tu telefono
1,quiero ir a la plata
1,quiero ir al mar
1,quiero ver el mar
1,quiero vacaciones
1,quiero ir de viaje
1,quieres algo
1,me han invitado
1,cual es la noticia
1,dime algo
1,muchas gracias
1,gracias por todo
1,que bien
1,bien 
1,me siento bien
1,estas bien
1,se te ve bien
1,tiene buena pinta 
1,que bien
1,genial
1,estas genial
1,el otro dia
1,te vi
1,le vi bien
1,la vi bien
1,te vi bien
1,eres un trozo de pan
1,eres bueno
1,eres muy bueno
1,que bonito
1,bonito
1,me gusto
1,me gusta
1,me gustó
1,me gustó mucho 
1,está buenisimo
1,buenisimo
1,que guay
1,guay 
1,muy guay
1,gobierno
1,pais
1,mascarilla
1,besos
1,sigue todo recto
1,cruza la calle
1,esta justo ahi
1,esperame
1,espérame
1,vete con ella
1,vece con el
1,hablame
1,hablalo
1,ojala
1,ojalá
1,me encanta
1,me encantó encantado
1,buenisimo
1,buenísima
1,buenísimos
1,buenísimas 
1,de sabado a domingo
1,de lunes a viernes
1,ya lo tengo
1,o asi
1,yo te lo acabo de hacer ahora
1,yo te lo acabo de hacer 
1,por avisar
1,no te olvides
1,mil gracias
1,yes
1,listo
1,ya lo vemos
1,a ver si os sale
1,dame un minuto
1,dadme un minuto
1,ahora voy
1,que rica
1,que rico
1,que buena pinta 
1,guapa
1,guapo 
1,guapas 
1,guapos
1,iremos a 
1,en breve
1,asi que tiene pinta
1,no habia nadie corriendo
1,estaban a punto de hacer
1,eso es cierto
1,solo imaginarmelo
1,lego te digo
1,que profesional
1,yo todavia no se
1,"no, estoy con"
1,no me hace falta 
1,he comprado unos
1,he comprado unas
1,que ganas de veros
1,que ganas de verte
1,ganas de veros
1,ganas de verte
1,ok
1,Ok
1,okay
1,sigo estudiando
1,sigo currando
1,sigo trabajando
1,sigo en la oficina
1,sigo en la ofi
1,sigo en casa
1,sigo en el despacho
1,sigo en la consulta
1,sigo en la clinica 
1,a ver si
1,os mola
1,te mola
1,me mola
1,ya he escuchado
1,ya he leido
1,lo he leido
1,esta es mi
1,que maravilla
1,vi la publicacion
1,que agusto
1,me hacia falta
1,he bajado a por
1,vienes 
1,cariño
1,buen rato
1,tiene alguna
1,tiene algo
1,estoy en casa ya
1,estamos en casa ya
1,donde estais
1,donde estas
1,alguien 
1,resuelto
1,el movil
1,estamos en camino
1,contentos
1,contento
1,contentas
1,contenta
1,pasate
1,pasaté 
1,creo que
1,ya tengo
1,que tal
1,que tal esta
1,que tal fue
1,me tienes que contar
1,cuentame 
1,cuéntame 
1,ya me contaras
1,me tienes que contar
1,y me cuentas
1,1632902531606
1,👤Tienes una sugerencia de amistad nueva: 
1,Soleado
1,Tienes una sugerencia de amistad nueva: 
1,16° en Las Rozas de Madrid
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632924149396.png
1,Previsión para hoy · Las Rozas de Madrid
1,23° en Las Rozas de Madrid
1,1632924149335
1,Despejado
1,Facebook
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632867363117.png
1,"Has usado 2,63 GB de datos."
1,1632867363117
1,1632924149396
1,25°/13° · Mayormente soleado · Consulta toda la previsión
1,18° en Las Rozas de Madrid
1,"Has usado 2,62 GB de datos."
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632924149335.png
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632880961746.png
1,file:///storage/emulated/0/Android/data/com.optimissa.sah/cache/imageNotification/1632902531606.png
1,Aviso de datos
1,1632880961746
0,no quiero sufrir
0,no quiero sufrir mas
0,no puedo sufrir mas
0,no puedo seguir sufriendo
0,no puedo seguir sufriendo asi
0,estoy harto pasarlo mal
0,lo estoy pasando mal
0,lo estoy pasando fatal
0,la estoy pasando fatal
0,la estoy pasando mal
0,lo voy a pasar mal
0,la que me espera
0,lo que me espera
0,no aguanto mas
0,no puedo aguantar
0,no aguanto
0,no lo soporto
0,no la soporto
0,no lo soporto mas
0,no la soporto mas
0,no puedo soportar esto
0,que angustia
0,estoy angustiado
0,todo el dia angustiado
0,que angustia!
0,estoy jodido
0,estoy jodida
0,menuda jodienda
0,que pesadilla
0,como me cuesta
0,me cuesta
0,me está costando
0,me esta costando
0,porque tiene que ser tan dificil
0,que dificil es esto
0,ya no puedo sufrir mas
0,ya no quiero sufrir mas
0,que sufrimiento
0,estoy sufriendo
0,que nervios
0,estoy estresado
0,estoy estresada
0,que estrés
0,estoy tenso
0,estoy tensa
0,tenso
0,tensa
0,estresado
0,estresada
0,sentí estresado
0,sentí estresada
0,sentí tenso
0,sentí tensa
0,lo voy a pasar mal
0,lo estoy sufriendo
0,lo estoy pasando mal
0,estoy cargado
0,estoy cargada
0,cargado
0,cargada
0,agobiado
0,agobiada
0,agoviado
0,agoviada
0,mucha tensión
0,que tensión
0,mucha tension
0,que tension
0,tension
0,voy a explotar
0,voy a petar
0,me consume
0,no voy a aguantar mucho mas
0,no voy a poder mucho mas
0,el desgaste
0,desgastado
0,desgaste
0,no puedo
0,no puedo con esto
0,no puedo con esta
0,esto es muy dificil
0,no se que hacer
0,me estoy consumiendo
0,renuncio
0,sobrecargado
0,sobrecargada
0,ansiedad
0,ansioso
0,ansiosa
0,estoy preocupado
0,que rallada
0,que rayada
0,vaya rayada
0,vaya rallada
0,estoy terriblemente estresado
0,estoy terriblemente estresada
0,no exagero
0,me estoy amargando
0,me amargan la vida
0,estoy amargado
0,me llaman amargado
0,no tengo tiempo para nada
0,no tengo tiempo para mi
0,me voy a volver loco
0,me voy a volver loca
0,me estoy volviendo loco
0,me estoy volviendo loca
0,no tengo tiempo para domir
0,menudo infierno
0,pff
0,pfff
0,uf
0,uff
0,ufff
0,me va a dar un infarto
0,me va a dar algo
0,me va a dar algo si sigo asi
0,me va a dar un infrato si siguo asi
0,la misma mierda
0,no quiero volver
0,no quiero hacerlo
0,no quiero ir
0,ha sido horrible
0,es horrible
0,va a ser horrible
0,horrible
0,orrible
0,lo peor
0,la peor experiencia
0,me noto fatal
0,me notaba fatal
0,que preocupación
0,preocupación
0,preocupacion
0,tengo miedo
0,miedo
0,ataque de pánico
0,ataque de panico
0,no doy
0,es duro
0,momentos jodidos
0,momentos muy jodidos
0,ataque
0,atacado
0,atacada
0,me desborda
0,no controlo
0,no lo controlo
0,crisis
0,crisis de ansiedad
0,esta siendo duro
0,esta siendo muy duro
0,duro
0,muy duro
0,hiperalerta
0,lo que peor llevo
0,lo llevo mal
0,me cuesta
0,esta costando
0,no se si puedo
0,no se si voy a poder
0,me bloqueo
0,un bloqueo
0,bloquear
0,no veo la salida
0,tengo miedo
0,tengo mucho miedo
0,desesperación
0,desesperado
0,desesperada
0,me paraliza
0,paralizado
0,paralizada
0,presión
0,presionado
0,presionada
0,estresado
0,estresada
0,no puedo parar
0,estoy harto
0,estoy hasta los huevos
0,estoy hasta los mismisimos
0,estoy hasta los mismísimos
0,estoy hasta los mismisimos cojones
0,estoy hasta los mismísimos cojones
0,estoy saturado
0,estoy saturada
0,estoy agitado
0,estoy agitada
0,estoy hasta las narices
0,estoy hasta la coronilla
0,me siento quemado
0,me estoy hartando
0,estoy hartisimo
0,estoy hasta el moño
0,estoy hasta el coño
0,que estrés
0,que agobio
0,estoy agobiao
0,estoy agobiado
0,lo estoy pasando realmente mal
0,lo estoy pasando muy mal
0,hartito
0,hartita
0,no puedo vivir
0,no puedo seguir viviendo asi
0,vivir asi es un infierno
0,seguir asi es lo peor
0,no puedo seguir asi de mal
0,no quiero seguir asi
0,no aguanto mas asi
0,no puedo aguantar mas
0,estoy frito
0,que nervios
0,estoy llorando
0,no paro de llorar
0,no puedo estar todos los dias asi
0,no quiero estar todos los dias asi
0,no puedo seguir así
0,basta ya
0,estoy inseguro
0,estoy insegura
0,voy inseguro
0,voy insegura
0,me pongo nervioso
0,me pongo nerviosa
0,me afecta
0,me afecta mucho
0,no paro de darle vueltas
0,le estoy dando muchas vueltas
0,no puedo dejar de pensar en eso
0,no puedo dejar de pensar en ello
0,quiero dejar de pensar en eso
0,quiero dejar de pensar
0,me estoy comiendo la cabeza
0,me estoy comiendo mucho la cabeza
0,me genera frustración
0,me genera frustracion
0,estoy frustrado
0,estoy frustrada
0,estoy muy estresado
0,estoy muy estresada
0,estoy estresado
0,estoy estresada
0,tengo mucho estres
0,siento no poder mas
0,siento que no puedo mas
0,no es normal
0,esto no es normal
0,no tengo tiempo para mi
0,casi no tengo tiempo para mi
0,no tengo casi tiempo para mi
0,con miedo
0,siempre con miedo
0,tengo miedo
0,tengo mucho miedo
0,me estreso facilmente
0,me estresa facilmente
0,me siento peor
0,me siento aun peor
0,no puedo afrontarlo
0,no quiero afrontarlo
0,no puedo afrontar
0,no quiero afrontar
0,no puedo controlar
0,estoy en shock
0,tengo un problema
0,tengo problemas
0,siento super estresado
0,siento super estresada
0,me siento super estresado
0,me siento super estresada
0,me siento agobiado
0,me siengo agobiada
0,me siento cargado
0,me siento cargada
0,me pongo peor
0,me ponia peor
0,me siento peor
0,ansiedad bestial
0,no me deja vivir
0,angustiado
0,angustiada
0,estoy desesperado
0,estoy desesperada
0,me siento desesperado
0,estoy hasta los huevos
0,hasta los huevos
0,tu y tus huevos
0,tu y tus cojones
0,tu y tu coño
0,ostia
0,ostia puta
0,me siento desesperada
0,me teneis harto
0,me teneis frito
0,me teneis hasta los huevos
0,me teneis hasta los cojones
